Age;Gender;Country;Income;ProductQuality;ServiceQuality;PurchaseFrequency;FeedbackScore;LoyaltyLevel;SatisfactionScore
36;Male;France;115873;5;5;4;Low;Silver;92.59
45;Female;France;96229;3;5;14;Medium;Silver;75.46
55;Male;Germany;64038;7;4;15;Medium;Silver;84.82
62;Female;Germany;99265;6;10;15;Medium;Silver;100.0
21;Male;USA;88619;1;10;3;High;Bronze;100.0
54;Male;USA;112097;4;3;18;Low;Gold;88.29
36;Female;UK;59980;5;7;7;High;Silver;90.03
54;Male;Canada;116226;3;2;4;High;Bronze;77.75
31;Female;France;59315;1;9;18;Low;Gold;69.82
48;Male;UK;88111;4;9;18;High;Silver;100.0
45;Female;UK;73454;6;9;6;Low;Silver;100.0
53;Female;Canada;50260;5;9;18;Low;Bronze;100.0
61;Female;UK;90707;7;6;15;High;Silver;100.0
55;Female;UK;69059;10;2;11;High;Bronze;100.0
36;Male;Canada;45014;4;3;12;High;Gold;61.52
59;Male;UK;40758;2;6;14;Medium;Gold;80.68
18;Female;France;99914;9;7;5;Medium;Silver;100.0
40;Male;Germany;82812;6;7;14;High;Silver;100.0
45;Male;Canada;102288;5;5;20;Low;Bronze;100.0
65;Male;Germany;39852;1;7;7;Medium;Gold;73.44
21;Female;France;82449;5;2;15;High;Bronze;70.43
58;Female;UK;93267;8;6;10;Low;Bronze;100.0
35;Male;UK;43411;10;3;14;High;Silver;100.0
66;Male;UK;30023;3;7;16;Low;Silver;76.17
64;Female;Germany;95599;5;9;2;Medium;Silver;100.0
68;Male;USA;96810;3;6;12;Medium;Bronze;100.0
56;Male;Germany;67472;10;6;2;Low;Bronze;100.0
42;Male;USA;104904;8;2;5;Medium;Bronze;93.13
35;Female;Germany;55536;6;2;4;Low;Silver;70.56
23;Female;France;106581;10;7;6;Medium;Silver;100.0
36;Female;Germany;47243;7;8;4;High;Silver;99.28
29;Male;Germany;42718;3;2;7;Low;Bronze;52.59
42;Male;Canada;87224;3;7;16;Medium;Bronze;100.0
52;Male;UK;118461;4;10;14;Low;Bronze;100.0
18;Female;UK;83984;9;6;9;Medium;Silver;96.23
22;Female;UK;119620;7;4;14;Medium;Gold;100.0
18;Female;USA;96217;4;7;18;Medium;Bronze;100.0
25;Male;France;88132;10;2;10;High;Bronze;95.36
56;Female;USA;90737;3;7;1;Medium;Gold;90.55
64;Male;Canada;70723;8;10;14;Medium;Gold;100.0
60;Male;Canada;100658;10;1;7;Low;Bronze;100.0
35;Female;Germany;46034;4;7;16;High;Gold;77.29
63;Male;Canada;108734;7;10;17;High;Gold;100.0
26;Male;Canada;75880;3;8;8;High;Bronze;72.6
22;Female;France;103436;8;9;1;Low;Gold;100.0
21;Male;Canada;116330;2;9;16;Medium;Gold;98.36
61;Female;Germany;112746;4;2;5;Medium;Bronze;80.2
46;Female;UK;90688;6;6;14;Low;Bronze;94.04
18;Female;USA;78906;6;7;15;Medium;Gold;88.69
47;Male;USA;62641;4;2;19;Medium;Gold;91.94
62;Female;USA;38073;5;2;9;Medium;Bronze;68.02
18;Female;Germany;79262;6;4;2;Medium;Bronze;93.9
20;Female;France;36357;9;3;3;High;Bronze;72.03
39;Male;Germany;57664;8;5;20;Medium;Bronze;92.56
25;Male;USA;65929;5;8;13;Low;Gold;95.47
35;Male;Germany;45662;7;9;8;Medium;Gold;100.0
42;Female;Germany;46066;2;4;11;High;Silver;57.16
65;Female;Germany;53205;10;9;17;High;Bronze;100.0
69;Female;UK;88418;1;8;18;Medium;Bronze;100.0
37;Male;Germany;58539;9;1;11;High;Gold;79.27
48;Female;France;78917;10;7;6;Medium;Gold;100.0
47;Female;UK;118275;1;6;13;High;Bronze;78.23
33;Male;Germany;31506;2;3;16;Medium;Gold;56.92
19;Male;Canada;81258;3;2;10;Medium;Gold;59.78
34;Female;USA;78334;8;9;8;Low;Gold;100.0
27;Female;UK;97572;6;6;1;Medium;Silver;100.0
24;Female;Canada;114325;6;1;15;High;Bronze;70.29
59;Male;USA;118585;7;3;15;High;Gold;100.0
68;Male;France;67590;9;7;19;Low;Silver;100.0
69;Female;Canada;70312;4;3;1;Medium;Gold;83.77
26;Male;France;62005;8;8;7;High;Bronze;100.0
34;Male;France;32206;4;9;6;High;Bronze;87.41
26;Female;Canada;85183;4;9;19;Medium;Silver;100.0
26;Female;Canada;40019;7;7;19;Low;Silver;87.5
54;Male;UK;87052;4;7;1;Low;Gold;100.0
41;Male;France;77051;7;10;19;High;Bronze;100.0
56;Male;Canada;74579;4;10;13;Medium;Bronze;100.0
28;Male;France;32092;7;8;9;High;Silver;95.97
25;Female;Germany;60103;6;4;19;Medium;Bronze;97.99
42;Male;Germany;30218;7;10;5;Medium;Gold;100.0
63;Female;Germany;92432;1;10;9;Low;Silver;97.97
19;Male;France;76994;8;2;2;Medium;Gold;50.8
27;Female;France;39664;1;6;5;High;Silver;65.5
41;Male;Canada;63884;4;5;9;Medium;Bronze;73.27
65;Female;Canada;99932;9;7;14;High;Silver;100.0
33;Female;UK;83546;10;9;17;Low;Gold;100.0
36;Female;UK;89323;6;8;2;High;Silver;96.09
48;Male;UK;33062;3;5;14;Medium;Silver;83.04
28;Male;USA;115469;1;9;19;Medium;Silver;72.74
23;Male;Germany;80712;6;4;20;High;Bronze;76.18
23;Male;France;56208;1;6;5;High;Bronze;36.39
49;Female;Germany;44113;3;4;4;Low;Bronze;62.78
56;Male;France;67005;8;2;6;Medium;Gold;75.18
65;Female;USA;111817;5;7;17;High;Silver;100.0
30;Female;France;80705;4;1;19;Medium;Gold;57.45
20;Male;UK;75853;10;6;20;High;Silver;100.0
58;Female;Germany;41248;3;4;5;High;Silver;70.9
52;Female;Germany;68044;10;1;10;Medium;Gold;99.59
55;Male;Germany;39068;10;10;11;Low;Silver;100.0
34;Male;USA;86385;10;3;20;Low;Gold;99.32
20;Female;Germany;32187;6;9;1;High;Gold;93.74
51;Male;Canada;76625;4;1;1;High;Bronze;52.97
29;Female;UK;45397;7;2;7;Low;Gold;63.83
41;Male;UK;63376;8;4;8;High;Bronze;92.16
23;Male;France;30069;8;8;19;Low;Bronze;100.0
59;Female;USA;32747;6;7;1;Low;Silver;100.0
28;Male;France;76932;5;5;15;High;Bronze;84.98
65;Male;France;76456;7;2;14;Medium;Bronze;96.93
44;Male;UK;63466;9;8;17;Medium;Bronze;100.0
65;Female;Canada;110200;10;7;13;Medium;Bronze;100.0
41;Female;USA;34308;8;9;5;High;Bronze;100.0
35;Male;USA;99449;5;8;8;Medium;Gold;95.78
44;Female;USA;99942;3;2;7;Low;Gold;77.55
58;Female;Canada;34815;7;9;5;High;Silver;100.0
38;Female;USA;41631;7;6;10;Medium;Bronze;99.32
68;Male;Germany;75906;8;10;20;Low;Gold;100.0
51;Male;Canada;118949;10;5;13;Low;Bronze;98.7
50;Male;France;42575;6;7;9;Low;Gold;96.76
65;Female;Germany;101435;7;6;16;Medium;Silver;100.0
35;Female;France;103367;2;8;14;High;Gold;86.42
20;Male;USA;39641;10;8;6;High;Bronze;99.32
41;Male;Canada;79778;2;2;5;High;Gold;51.19
18;Male;Germany;43226;6;8;10;Medium;Silver;92.25
23;Male;Canada;32038;1;3;20;Low;Silver;63.11
36;Female;Canada;106073;7;9;13;Medium;Bronze;100.0
39;Male;Canada;73744;6;1;2;Medium;Gold;62.28
68;Female;France;108581;3;2;15;Low;Bronze;73.29
60;Male;Canada;37669;8;8;11;High;Gold;100.0
25;Male;USA;117324;1;9;14;High;Silver;97.98
22;Female;Germany;42673;4;5;8;Low;Silver;91.3
69;Male;UK;113445;8;1;18;Low;Bronze;95.64
26;Male;Canada;52142;9;7;13;Medium;Gold;100.0
64;Female;Germany;78824;2;3;11;Medium;Gold;62.91
38;Female;France;114159;6;1;12;Low;Bronze;78.31
45;Male;France;59479;8;9;1;High;Gold;100.0
63;Female;Canada;90298;3;9;13;Low;Gold;100.0
21;Female;Canada;77410;8;5;6;Low;Silver;86.68
41;Male;USA;46562;8;10;13;Low;Bronze;100.0
25;Male;UK;47915;3;7;12;Low;Bronze;69.49
69;Male;Canada;77306;4;10;12;Medium;Gold;100.0
34;Female;Canada;88334;3;6;20;Low;Bronze;88.62
51;Female;USA;66790;3;7;18;High;Bronze;99.06
37;Male;France;111584;5;7;16;Low;Gold;100.0
33;Male;UK;34789;7;8;19;Low;Silver;99.67
27;Male;France;107553;2;4;3;High;Silver;71.54
51;Male;Canada;34938;3;6;4;Low;Silver;67.64
60;Female;UK;43260;9;6;17;Low;Bronze;100.0
27;Male;Canada;80932;3;3;5;High;Bronze;60.32
47;Female;USA;88444;6;2;5;Low;Bronze;77.52
47;Female;USA;65394;6;8;4;Medium;Silver;100.0
68;Male;France;57791;5;4;12;Low;Silver;69.32
42;Female;Germany;30537;6;8;10;Low;Gold;74.34
63;Female;France;46333;2;6;8;High;Silver;81.67
60;Female;UK;98452;7;1;10;Medium;Silver;80.23
58;Male;USA;77461;4;9;16;High;Bronze;87.88
24;Male;France;72382;5;5;13;High;Bronze;61.33
64;Male;USA;56811;6;3;12;Medium;Bronze;90.77
37;Male;Germany;62552;4;10;11;Low;Bronze;99.56
34;Male;France;58069;9;3;1;High;Gold;94.9
20;Male;USA;100713;6;10;11;Medium;Gold;100.0
64;Female;Canada;115295;4;2;2;Low;Bronze;67.16
63;Female;Germany;49775;7;6;12;Low;Silver;100.0
57;Female;Canada;99423;7;9;18;Low;Silver;100.0
53;Female;UK;41082;4;1;3;Medium;Gold;42.37
43;Female;Germany;65688;1;4;3;High;Gold;45.59
27;Female;USA;52080;5;3;14;High;Bronze;73.16
51;Female;Canada;60943;4;8;18;High;Gold;94.59
31;Female;UK;65577;2;3;18;Low;Bronze;54.8
25;Male;Canada;62563;9;7;20;High;Gold;100.0
44;Male;Germany;79798;10;1;19;High;Bronze;92.37
27;Female;Canada;102893;5;4;8;Low;Silver;81.68
67;Female;Canada;43709;2;2;14;Low;Silver;47.61
32;Male;France;59800;3;7;6;High;Bronze;70.56
54;Male;USA;119745;10;8;3;High;Silver;100.0
39;Male;Canada;92092;2;7;5;High;Silver;79.2
62;Female;France;39688;2;10;15;Medium;Silver;99.67
67;Female;USA;68243;1;2;20;High;Gold;66.49
48;Male;Germany;82733;3;3;1;Medium;Silver;74.92
19;Female;Germany;77012;2;2;13;High;Bronze;53.35
62;Female;France;91104;10;10;5;High;Bronze;100.0
48;Male;France;100608;6;10;8;Low;Bronze;100.0
31;Male;Germany;97209;10;9;13;Low;Gold;100.0
27;Male;UK;115071;6;1;2;Medium;Gold;94.73
47;Female;USA;83485;4;4;1;Medium;Silver;71.28
53;Male;USA;109638;8;6;20;Medium;Gold;100.0
64;Male;France;65470;7;10;18;Low;Gold;100.0
57;Male;USA;72054;2;2;4;High;Bronze;62.42
32;Female;UK;36818;1;8;5;Medium;Silver;75.77
31;Female;USA;86273;5;8;1;Low;Silver;99.42
48;Female;France;90089;5;9;19;Low;Silver;100.0
46;Male;Canada;112632;6;10;4;Low;Silver;100.0
44;Female;Canada;69713;3;1;5;High;Gold;68.26
38;Female;France;55655;2;10;4;Medium;Bronze;98.72
26;Male;Canada;111196;4;3;9;High;Silver;72.26
37;Female;USA;88772;8;8;4;Low;Bronze;100.0
52;Female;France;48879;1;8;4;Low;Silver;70.32
32;Female;France;57861;7;9;5;Medium;Gold;100.0
41;Female;France;45745;2;5;20;Low;Bronze;46.44
66;Female;Canada;113115;3;6;11;Low;Silver;85.54
33;Female;Germany;67849;2;3;8;Low;Silver;76.55
53;Female;Canada;98435;3;7;14;High;Gold;93.82
28;Female;France;115160;3;3;17;High;Bronze;60.63
25;Male;USA;104574;5;9;16;Medium;Bronze;100.0
20;Male;Germany;77783;5;6;3;High;Gold;100.0
36;Male;France;82281;3;4;4;Low;Gold;80.84
63;Male;Canada;84499;7;10;16;Medium;Bronze;100.0
58;Male;UK;67014;6;9;6;High;Gold;92.08
20;Male;France;76587;9;5;1;Low;Gold;100.0
53;Male;USA;62801;4;2;5;Medium;Silver;59.03
42;Female;UK;69321;1;4;17;High;Bronze;59.21
53;Female;UK;56183;10;9;14;Medium;Gold;100.0
28;Female;Canada;113975;7;10;5;Medium;Gold;100.0
68;Female;Canada;49305;6;2;7;Low;Silver;83.24
33;Female;Germany;111015;5;8;13;Medium;Gold;100.0
34;Male;France;111349;4;3;15;Low;Gold;85.41
59;Male;Germany;37914;5;7;12;Medium;Gold;84.31
41;Female;Germany;98897;6;4;7;Low;Gold;88.67
34;Female;UK;97499;5;10;3;High;Gold;100.0
65;Female;Canada;65162;1;3;7;Medium;Bronze;48.84
37;Male;UK;38529;10;4;11;Low;Silver;100.0
39;Male;France;86769;3;10;14;Low;Silver;100.0
23;Female;Germany;116936;4;8;16;Low;Bronze;100.0
24;Male;Germany;78303;2;2;10;Low;Silver;43.39
31;Female;France;104180;7;4;8;Medium;Bronze;100.0
28;Female;Germany;102306;1;5;14;High;Silver;60.31
29;Male;Canada;78920;9;5;18;Low;Silver;100.0
63;Female;Canada;73947;7;6;11;Low;Gold;100.0
22;Male;Germany;110598;10;7;18;Medium;Bronze;100.0
22;Female;France;30387;8;3;11;Medium;Gold;68.67
37;Female;UK;63630;4;10;6;Low;Bronze;100.0
32;Male;Germany;42654;6;2;1;High;Bronze;78.86
43;Male;USA;94419;9;3;20;Low;Silver;100.0
50;Male;Canada;50240;5;8;14;High;Gold;88.62
47;Female;USA;40364;5;2;16;Medium;Bronze;69.07
41;Female;USA;47295;6;9;5;High;Silver;100.0
40;Female;USA;113772;8;1;5;Low;Silver;87.66
26;Female;Germany;39857;4;5;19;Medium;Silver;79.08
20;Female;Germany;108306;4;10;1;Low;Gold;83.73
53;Male;USA;36390;5;7;8;Medium;Gold;82.84
65;Male;Germany;44352;8;7;17;Medium;Silver;97.19
24;Female;USA;38380;8;9;10;High;Silver;98.39
39;Male;USA;71046;4;3;7;Medium;Gold;45.12
31;Male;UK;110170;4;9;5;Low;Gold;87.42
65;Female;UK;104321;8;2;4;High;Silver;95.06
46;Male;UK;85073;10;2;8;High;Gold;99.03
67;Female;France;34602;5;9;7;Medium;Bronze;100.0
33;Female;Canada;61187;2;10;6;High;Gold;93.55
65;Male;Germany;43895;6;8;17;Medium;Silver;91.47
51;Male;UK;58268;3;6;4;Medium;Bronze;68.32
27;Female;Canada;68395;5;7;9;Medium;Bronze;100.0
24;Female;Canada;82153;8;8;10;High;Bronze;100.0
42;Female;Germany;33613;2;5;3;Medium;Silver;43.37
44;Male;France;48235;1;10;8;Low;Gold;83.61
32;Female;USA;75237;1;4;18;High;Bronze;66.36
49;Female;UK;89220;1;4;3;High;Silver;78.5
45;Female;France;118499;6;2;17;Medium;Gold;97.56
26;Female;Germany;61419;7;6;7;High;Gold;99.21
24;Male;France;48736;6;1;19;Low;Silver;37.61
33;Female;Canada;92892;4;8;3;High;Bronze;72.39
43;Male;France;103561;2;8;5;Low;Silver;84.69
52;Female;UK;57059;8;5;19;Medium;Silver;100.0
34;Female;France;62771;9;10;20;Low;Gold;100.0
40;Female;France;54728;3;7;20;High;Silver;94.75
25;Female;Canada;33668;5;9;9;High;Bronze;94.27
19;Male;France;84335;8;7;15;Low;Silver;100.0
48;Male;Canada;68935;7;3;5;Medium;Silver;92.63
69;Male;UK;92528;5;10;13;Low;Silver;100.0
49;Female;UK;73059;2;8;10;Low;Bronze;85.01
46;Female;USA;105954;6;2;18;High;Silver;81.23
20;Male;USA;112801;1;2;16;High;Bronze;42.01
25;Male;Canada;92708;7;10;16;Low;Bronze;100.0
19;Male;USA;46408;9;3;11;Low;Gold;89.96
48;Female;USA;55284;5;5;15;Medium;Bronze;88.59
68;Female;Germany;104379;8;6;13;Low;Silver;100.0
66;Male;USA;88595;1;1;20;Medium;Bronze;66.2
54;Male;France;83779;4;10;2;Low;Bronze;100.0
37;Male;UK;44747;2;2;19;Medium;Bronze;46.51
46;Female;USA;96322;9;6;6;Medium;Silver;100.0
34;Female;Canada;97571;3;6;12;High;Bronze;80.95
27;Female;Germany;44261;10;3;4;High;Bronze;93.33
58;Female;Germany;67949;3;3;20;High;Bronze;66.84
39;Female;UK;110242;1;7;4;Low;Bronze;69.21
23;Male;UK;88118;6;10;3;High;Gold;100.0
60;Male;Canada;58926;6;6;1;Medium;Silver;99.23
51;Female;Canada;98188;10;10;6;High;Silver;100.0
48;Male;Canada;46040;10;9;17;High;Bronze;100.0
29;Female;Germany;33042;3;4;6;Low;Gold;53.84
29;Male;Germany;38527;8;10;16;Low;Bronze;100.0
33;Male;Canada;48088;5;8;12;Low;Bronze;81.84
42;Male;USA;98580;7;5;1;Medium;Silver;88.2
39;Female;USA;43790;10;6;5;Low;Gold;100.0
44;Male;Canada;61907;9;3;9;High;Bronze;100.0
41;Female;Canada;98606;4;8;18;Medium;Gold;100.0
29;Male;Germany;85434;1;10;12;Medium;Silver;85.35
35;Male;USA;68294;2;2;15;High;Silver;55.54
62;Male;UK;71227;4;7;5;Medium;Bronze;76.97
64;Male;UK;31474;3;9;8;Medium;Gold;94.05
33;Male;France;53891;4;6;10;Medium;Silver;75.07
21;Male;UK;117510;3;2;8;High;Bronze;63.52
29;Female;USA;99216;8;6;3;Medium;Gold;100.0
66;Female;Germany;74993;9;3;8;Low;Gold;100.0
50;Female;USA;53551;10;10;13;Low;Gold;100.0
39;Female;USA;33306;9;9;3;High;Silver;100.0
35;Female;UK;113748;2;6;3;Low;Gold;80.53
65;Female;Canada;39495;6;3;4;Medium;Silver;56.16
50;Male;France;59694;6;7;15;High;Silver;100.0
44;Male;UK;94210;8;7;11;High;Gold;100.0
59;Male;UK;114100;4;3;2;Low;Gold;82.48
36;Female;UK;113145;1;4;3;High;Bronze;73.82
65;Female;France;113250;3;8;7;Low;Bronze;90.93
31;Male;Germany;75422;2;7;6;Low;Bronze;73.42
42;Male;UK;66423;7;3;13;High;Silver;94.75
51;Male;Germany;111169;5;4;5;Medium;Gold;82.85
41;Male;Germany;63143;9;5;19;High;Bronze;100.0
55;Female;USA;31656;4;1;17;Low;Gold;68.46
40;Male;Canada;66199;3;5;9;Low;Silver;62.45
22;Female;France;101836;9;8;2;High;Bronze;100.0
61;Female;Canada;49705;7;1;4;Low;Bronze;59.56
53;Male;Germany;85628;1;9;10;Low;Bronze;86.88
41;Female;Germany;31064;1;10;2;Low;Bronze;71.31
53;Female;France;96304;3;5;11;High;Bronze;81.82
22;Male;Canada;63854;3;10;9;High;Bronze;95.76
56;Female;USA;32536;1;7;19;Medium;Bronze;72.97
23;Female;Canada;44969;1;10;3;Low;Silver;77.26
62;Male;UK;106369;2;5;16;High;Silver;91.14
53;Male;Canada;61823;2;6;4;High;Silver;70.37
62;Male;Germany;46407;3;8;19;Low;Silver;98.94
21;Male;France;112430;10;10;6;Medium;Bronze;100.0
27;Male;UK;35125;3;8;12;High;Bronze;87.1
69;Female;Germany;112658;9;9;19;High;Gold;100.0
18;Male;Canada;42248;1;4;3;Low;Bronze;36.43
38;Male;France;111041;5;7;6;Low;Bronze;99.08
57;Female;UK;65652;10;10;3;Medium;Gold;100.0
56;Female;Canada;97117;2;9;13;Low;Bronze;100.0
54;Female;UK;37287;5;2;3;Medium;Bronze;57.56
20;Male;USA;76946;5;7;11;High;Silver;98.72
64;Male;USA;103133;3;8;15;High;Silver;90.39
48;Male;France;76729;2;7;14;High;Bronze;74.74
44;Female;USA;67201;8;4;12;Medium;Bronze;89.19
34;Male;Germany;31814;2;2;9;High;Gold;37.18
40;Female;Canada;105812;2;3;3;Low;Silver;64.78
30;Female;UK;95623;2;5;12;Low;Silver;93.16
64;Female;UK;30159;10;8;2;Low;Bronze;100.0
44;Female;USA;67536;6;5;2;Medium;Bronze;76.72
68;Female;UK;34011;3;7;7;High;Bronze;93.45
37;Female;UK;111893;5;7;6;Low;Gold;91.03
63;Male;Canada;101751;3;10;3;High;Bronze;100.0
30;Female;France;42460;7;1;15;Low;Gold;71.62
61;Male;UK;63422;3;2;18;Low;Gold;68.2
41;Female;USA;47893;1;8;3;Medium;Silver;96.62
58;Female;USA;100310;8;8;5;Low;Bronze;100.0
20;Female;France;72015;3;2;1;High;Silver;37.67
60;Female;UK;79898;1;6;2;Medium;Gold;44.9
27;Female;UK;74338;3;5;18;Low;Gold;72.67
18;Female;UK;47961;5;4;12;Medium;Gold;61.86
66;Female;France;63129;5;7;17;Medium;Silver;98.26
30;Male;USA;37729;9;9;8;Low;Bronze;100.0
31;Female;UK;76622;3;5;10;High;Silver;76.63
50;Male;UK;106499;10;2;20;High;Silver;100.0
19;Female;Germany;51527;7;8;14;Medium;Bronze;100.0
19;Female;Canada;81338;10;6;12;Low;Silver;100.0
56;Male;France;81875;4;10;18;Low;Gold;100.0
58;Male;Canada;115711;3;1;8;High;Silver;60.92
48;Female;France;36594;2;8;13;High;Gold;78.52
21;Male;Canada;107837;10;6;14;Low;Silver;100.0
51;Female;Germany;60562;2;3;6;High;Silver;61.61
36;Male;Canada;114972;7;1;7;Medium;Bronze;100.0
54;Male;UK;70808;3;2;12;High;Silver;52.58
26;Male;Canada;88106;8;5;19;High;Gold;100.0
41;Male;Canada;84610;7;1;16;Low;Gold;84.94
30;Male;USA;46266;5;5;18;High;Silver;76.23
61;Female;France;90283;7;5;17;High;Silver;100.0
47;Male;Canada;37404;1;10;1;Low;Silver;66.11
36;Male;UK;50673;8;2;7;Low;Bronze;81.65
58;Male;UK;63132;10;8;9;Medium;Silver;100.0
27;Female;France;115837;3;5;16;High;Gold;84.77
68;Female;Germany;43175;7;2;18;Low;Silver;61.12
59;Male;France;114505;4;3;17;Low;Gold;87.61
61;Female;UK;67452;2;2;7;Low;Gold;59.01
31;Female;Germany;74050;10;7;8;High;Gold;100.0
57;Female;Germany;37245;4;1;13;Low;Gold;46.3
65;Male;USA;103001;7;2;12;High;Bronze;95.16
66;Male;Canada;113049;2;7;8;Low;Silver;93.54
37;Female;USA;49416;5;2;4;Low;Silver;64.33
21;Female;Canada;88018;6;2;5;Low;Bronze;76.34
55;Male;USA;47065;5;8;17;Low;Bronze;100.0
61;Male;Germany;53335;7;4;15;Low;Silver;94.67
67;Female;Canada;32479;6;9;20;High;Bronze;100.0
56;Male;UK;32912;5;3;1;Medium;Gold;79.11
22;Female;Germany;94905;9;1;11;High;Silver;77.97
59;Male;France;50069;3;6;6;Medium;Silver;89.86
49;Male;Germany;42972;1;9;17;Medium;Gold;59.01
23;Male;UK;118150;3;6;7;High;Bronze;73.44
31;Male;USA;59030;8;9;7;Medium;Bronze;100.0
23;Female;Canada;58747;10;5;10;Medium;Gold;100.0
31;Male;USA;94578;5;1;9;Medium;Bronze;58.39
29;Male;USA;76192;6;8;3;High;Gold;100.0
44;Male;Canada;58180;8;4;7;High;Bronze;90.87
43;Male;USA;119019;6;2;10;Low;Silver;90.15
29;Male;UK;38776;5;2;2;Low;Silver;49.63
25;Female;France;53083;1;8;19;Low;Silver;73.11
27;Female;Canada;83820;5;7;20;Medium;Gold;93.68
33;Male;USA;31627;8;6;12;High;Gold;100.0
69;Female;Canada;111022;5;7;11;Low;Bronze;100.0
43;Male;USA;66558;6;7;17;High;Silver;92.95
25;Female;UK;33034;6;4;14;High;Gold;87.69
58;Male;Germany;86694;3;5;17;Medium;Gold;88.52
62;Male;France;62323;7;2;8;Low;Silver;82.36
46;Female;France;60036;9;3;19;Medium;Bronze;89.59
37;Male;Canada;70070;2;6;18;Medium;Gold;79.68
34;Male;France;78765;3;3;6;Medium;Bronze;56.71
36;Male;USA;115163;6;7;3;High;Silver;95.88
34;Male;UK;86184;5;3;19;Medium;Silver;66.42
56;Male;UK;94973;5;9;4;Medium;Silver;100.0
18;Female;Canada;105359;2;5;1;Medium;Gold;60.26
69;Female;USA;69502;7;1;13;High;Silver;93.7
46;Female;France;73833;4;4;3;Medium;Gold;85.57
31;Female;USA;37837;9;2;20;Medium;Silver;73.29
34;Male;France;60383;1;9;13;High;Gold;89.12
30;Male;USA;89374;5;10;16;High;Bronze;100.0
46;Female;France;119111;7;3;18;Medium;Bronze;100.0
51;Male;France;65280;5;5;4;Low;Gold;99.15
44;Female;UK;111232;1;2;2;Low;Silver;47.98
63;Male;Germany;49558;3;10;5;Low;Silver;99.0
50;Male;Germany;84276;9;9;18;Medium;Silver;100.0
46;Female;Canada;55014;1;6;7;Medium;Silver;75.56
54;Female;Germany;103002;7;9;8;Medium;Silver;100.0
56;Female;Canada;99332;9;4;12;Medium;Bronze;100.0
36;Female;UK;46508;4;4;1;Medium;Silver;54.15
63;Female;Canada;81357;3;4;5;Medium;Bronze;72.33
41;Female;Germany;102003;4;4;11;Medium;Gold;72.2
31;Female;France;71668;4;2;8;High;Bronze;46.62
64;Male;Canada;39620;9;5;12;High;Silver;100.0
54;Female;Germany;42051;3;1;14;Medium;Gold;58.95
22;Female;Germany;31427;10;2;16;Low;Bronze;73.39
41;Female;France;95828;8;5;1;High;Bronze;100.0
51;Male;USA;119424;7;9;10;Low;Gold;100.0
67;Male;Germany;119928;10;3;5;High;Bronze;99.51
48;Male;UK;40207;1;7;4;Low;Silver;55.32
47;Female;France;98080;5;9;3;Medium;Bronze;100.0
26;Male;USA;49606;5;8;5;Low;Gold;99.74
44;Female;France;114179;1;10;18;Medium;Bronze;100.0
45;Female;Canada;86072;10;3;4;Medium;Silver;100.0
59;Male;Germany;53769;1;4;19;High;Bronze;62.82
43;Female;Germany;60419;7;1;12;Low;Silver;68.49
35;Male;France;31246;3;4;7;Low;Silver;44.54
53;Male;Canada;41985;1;2;1;Medium;Gold;52.55
25;Male;France;75268;1;2;15;Medium;Gold;46.23
35;Male;UK;43402;1;3;4;Medium;Silver;34.81
37;Female;Germany;91758;3;3;4;Low;Gold;52.16
49;Male;Germany;34121;2;4;10;Medium;Silver;58.46
46;Male;UK;94747;2;1;16;Low;Bronze;62.4
66;Female;USA;63849;8;8;16;High;Bronze;100.0
65;Female;Germany;51099;2;4;3;Low;Silver;47.85
35;Male;France;98638;8;6;9;Low;Gold;100.0
24;Male;USA;52124;8;3;8;High;Silver;90.9
18;Male;USA;44019;9;7;20;Medium;Bronze;100.0
45;Male;France;79780;7;2;15;Medium;Gold;80.54
50;Female;UK;45652;5;3;16;High;Bronze;76.82
67;Male;USA;58095;3;4;5;Low;Gold;63.77
21;Female;Germany;55646;10;3;15;High;Gold;98.61
37;Female;Canada;40950;10;1;5;Low;Bronze;74.38
69;Female;USA;66079;10;6;4;Low;Silver;100.0
53;Male;UK;57408;4;3;14;High;Silver;71.14
48;Male;France;117433;3;1;18;Medium;Silver;58.79
55;Female;Germany;41452;6;8;8;Medium;Silver;82.67
45;Male;Canada;92605;5;4;5;Low;Gold;71.24
20;Female;USA;103719;2;5;6;Low;Silver;79.01
23;Female;UK;54556;6;5;9;High;Gold;66.34
62;Male;Canada;37889;5;9;12;High;Gold;100.0
40;Male;Canada;98720;10;3;1;High;Silver;100.0
24;Female;Germany;77496;10;3;9;High;Bronze;100.0
53;Female;Germany;70954;4;5;7;Low;Gold;72.28
18;Female;USA;97293;7;9;12;Low;Silver;100.0
23;Male;USA;86461;9;5;2;Low;Gold;100.0
41;Male;Canada;100428;1;9;5;Low;Bronze;100.0
54;Male;UK;38330;8;3;13;High;Silver;82.99
62;Female;Canada;70334;1;8;1;Low;Bronze;70.2
68;Male;UK;112957;5;9;16;Low;Bronze;100.0
53;Female;Germany;43950;1;8;18;Low;Bronze;90.56
41;Female;UK;35122;2;9;15;Medium;Silver;75.25
